machine_id,test_id,technician,test_routine,batched,loc_1_x_offset,loc_1_y_offset,loc_1_z_offset,loc_2_x_offset,loc_2_y_offset,loc_2_z_offset
Machine_20,6a7968dd96034bde8d35ad15c6f15f4a,Michael Hill,"['d', 'b']",No,1.98,0.596098,3257,-9.18,0.309278,2840
Machine_25,f6f4f86dcbd443279810b2cfff442d6d,Jessica Edwards,"['e', 'b', 'c', 'a']",No,9.18,0.253574,3295,-1.9,0.560788,2866
Machine_04,a36d828cfd354a26ae958c0be816fd4e,Elizabeth Bailey,"['e', 'd', 'f']",No,-6.32,0.508605,4484,5.62,0.875582,3651
Machine_09,60f65cecabee49a09e2927c70e70585b,Mary Hill,"['a', 'd', 'f']",N/A,-2.65,0.892833,4360,0.29,0.41928,3292
Machine_23,cd996c1a063a4f2fa95a074c7f746721,Alexandra Webster,"['e', 'b', 'd']",Yes,0.11,0.494024,2549,11.85,0.58326,2939
Machine_18,10282953a891457581d1711f0873dbbb,Rickey Cole,['b'],No,12.99,0.419055,4215,-1.58,0.354717,3587
Machine_03,0bc09dd692c945468a81b243734fefd6,Eric Oneal,"['d', 'c', 'f', 'a', 'b']",Yes,-6.33,0.281727,3473,1.26,0.88349,3317
Machine_13,c909a3bef36148c7ad816311326aa371,Philip Hernandez,"['f', 'a', 'c', 'b', 'd']",No,7.97,0.398381,2753,10.15,0.896596,4480
Machine_19,4d62188d9f4a4099aa8fb7a3b4f59998,Catherine Rosales,"['b', 'd']",N/A,12.58,0.809004,2860,-4.47,0.13057,4665
Machine_19,e25c41a44a304af988990c7fe32693b9,Andrew Mason,"['d', 'c', 'f']",N/A,12.97,0.255444,3728,-13.36,0.581983,4220
Machine_24,72673c1a13924f27b5bcca34d6522a6f,Catherine Cardenas,"['b', 'd', 'c', 'f', 'e']",N/A,1.1,0.187547,4484,2.0,0.448007,3248
Machine_05,dc86229e2c004e6eaeb5dd160912980a,Tony Medina,"['e', 'b', 'd']",No,14.65,0.859274,4326,8.92,0.969684,3274
Machine_15,5fbf422cf5dc459fb4033b2b2378891b,Stephanie Hernandez,"['c', 'a', 'b', 'd', 'f', 'e']",N/A,2.23,0.480724,4377,-4.55,0.76943,4877
Machine_25,d155603f59544d8ebb9cec244436c1e2,Michele Leonard,['c'],Yes,4.58,0.839764,4947,-3.54,0.715837,4510
Machine_15,6bd4a37754174aa2bae28cfef779bc32,Stephanie Smith,"['b', 'e', 'd']",No,-11.2,0.959188,3591,4.87,0.526354,3159
Machine_04,0d6350ba27ed439d8e8d9c6a9e9dcd74,Andrew Brown,"['c', 'f', 'e', 'b']",No,-5.84,0.77302,4885,11.94,0.96867,3039
Machine_16,18ddcfcc07534e4aab78d2c79135be2a,Michael Shaffer,"['b', 'f']",Yes,3.29,0.826342,3181,8.49,0.838082,3949
Machine_10,c1b0d3b149444bc48480cab36554402b,Diana Porter,"['c', 'b', 'd', 'a', 'e']",Yes,-3.79,0.11204,3513,10.42,0.788659,4205
Machine_06,8c2cf31db0c6491f84fcf7c39066f7d0,Dale Thomas,"['f', 'e', 'a', 'd', 'b', 'c']",No,-3.58,0.506507,4955,7.16,0.845904,3408
Machine_08,d507ae751ebb4356a9ef669f78132b1b,Rebecca Gardner,['e'],N/A,9.29,0.241644,3038,12.77,0.746557,2715
Machine_09,5c1371c500bb4165b4a017386f6e991b,Dwayne Wolfe,"['b', 'a', 'e']",N/A,-10.5,0.993418,4178,4.2,0.182017,3438
Machine_16,3d7a4f8697604fb0910570b9ae3d308e,Rachel Oneill,"['e', 'a', 'f', 'c']",Yes,7.81,0.62185,4842,10.77,0.603976,2575
Machine_05,4732847b72f94ff3841594f1badc3f0d,Angel Dawson DVM,['f'],N/A,5.82,0.967669,3549,10.18,0.841411,4774
Machine_09,099ec5bc89054d1baaa6aaa40083f637,Timothy Walton,"['b', 'a', 'e']",N/A,-7.89,0.229519,4875,-1.1,0.216831,3255
Machine_04,556452d8b8ba4e76ac8d207fbbe04a7e,Carlos Stuart,"['f', 'e']",N/A,12.36,0.822778,3453,-2.58,0.65303,2915
Machine_24,f0eb9c5e88374e77aa6a05787df91f36,Deanna Graham MD,"['a', 'c', 'f', 'd', 'e', 'b']",Yes,-13.97,0.487195,4134,7.91,0.458521,4822
Machine_15,1b794bf4a1f94b7fbc7b83bf42196a13,Tina Martin,"['f', 'c', 'd', 'b', 'e']",Yes,-4.2,0.538146,2846,-1.44,0.515553,2593
Machine_18,34419fde44b544989c60463bfa6b5643,Arthur Wilcox,"['b', 'c', 'a', 'e']",N/A,3.77,0.41366,2982,4.7,0.222302,3892
Machine_18,13dd3590644d4f3baccfb42e99524054,Eugene Kelley,['a'],Yes,13.92,0.562683,4686,-13.87,0.646354,3455
Machine_21,313baea63fa64a9cb708b990e97682ed,Julie Smith,['c'],No,-3.48,0.9468,2739,3.28,0.771768,3469
Machine_22,c4910a81e0b248438a558a9c74211d4f,Timothy Chen,['e'],Yes,2.7,0.68646,2738,3.49,0.815747,4753
Machine_05,8d91258e75814636be098809760ce245,Tonya King,"['b', 'd', 'e']",No,10.36,0.460165,4893,-8.56,0.901805,2834
Machine_19,79dde0056f384f04a5659a36ce3b9d9b,Megan Gaines,"['b', 'e', 'd', 'c']",N/A,-14.25,0.402899,4345,-9.88,0.748332,3011
Machine_02,e8f9b6332c9e4b5f9835fd8725876719,Melissa Mcfarland,"['f', 'd', 'b', 'c', 'a']",Yes,-9.82,0.532506,3159,-11.18,0.559359,3358
Machine_06,169868cc24d841c387165dc34c3867ac,Mr. Adam Cooper,"['f', 'd', 'b', 'c']",Yes,-9.11,0.382435,3702,5.32,0.21882,3696
Machine_16,2ece417ce3b44b68b1aff1bc0ac9d50e,Elizabeth Ramirez,"['f', 'c', 'd', 'e', 'b']",No,12.7,0.92937,2579,0.71,0.630692,3800
Machine_04,9eab8d66c94945c7b983532d9cf7da38,Brandon Robinson,"['d', 'a']",N/A,1.68,0.745484,4259,-4.44,0.639959,3703
Machine_11,6e374c00c75a493fb5c9e4b0e448d75e,Mark Deleon,"['d', 'a', 'b']",No,7.66,0.426047,4790,-5.29,0.950965,4461
Machine_17,0fec90a333734a989546f5161a58f987,Christopher Lopez,"['b', 'd', 'a', 'c', 'e']",No,3.6,0.909703,3427,-10.81,0.416919,4430
Machine_16,b8625ef780a54519ad9416c8c3a06f6e,Michael Scott,"['a', 'c', 'd', 'b', 'e', 'f']",No,0.48,0.703694,3804,1.78,0.937318,3022
Machine_12,277129e826174743af9abcafab63f714,Donald Foster,"['b', 'd', 'e', 'f', 'c']",N/A,-13.79,0.85849,2706,8.1,0.954343,3126
Machine_12,06dd8461370d4550a6038d2c44e2663d,Dr. Amy Stephenson,['a'],No,10.3,0.354556,3945,-3.1,0.217292,4194
Machine_17,8c20c546f9af4321b90010d2233b8f98,Brianna Davenport,['f'],Yes,6.87,0.37612,3610,9.48,0.449975,4637
Machine_17,8cf7cd6be31f4ad49349989d183e9954,David Booker,"['f', 'c']",N/A,-4.93,0.588059,2501,-12.21,0.685959,4332
Machine_18,26ad1b4f65b1450a8c237c1031183db3,Casey Allison,"['c', 'e', 'd', 'f', 'a']",Yes,11.11,0.728627,2612,13.67,0.80113,3533
Machine_20,aaf64bbe12a141b590f69e3c01803018,Sarah Kim,['d'],No,-10.6,0.859627,4590,-1.1,0.125427,3866
Machine_05,0261edfc965f4967b3cb0200df314862,Brian Fisher,"['a', 'c']",Yes,10.49,0.154861,4410,-10.79,0.556493,4395
Machine_13,4599d817c08449bab4d7df1a112dc740,Jay Lee,"['a', 'e', 'd', 'b']",Yes,-14.13,0.35257,4697,0.49,0.654305,4532
Machine_09,ed4fa78fb52f49bcaf5e387a00540b9d,Patty Lambert,"['d', 'c']",N/A,1.93,0.205281,2840,1.26,0.614273,4732
Machine_12,f8723339365746eabe7d2b747e0a9971,Anthony Smith,"['e', 'd', 'f']",Yes,-12.26,0.286347,3127,12.27,0.20395,3761
Machine_24,f198a4a8e8754796b2cf606115f88716,Thomas Martinez,"['d', 'a']",Yes,10.6,0.404419,3637,4.9,0.313729,2820
Machine_22,ac25572b7fde47ab9c5ac76afdf03cea,Anthony Duncan,"['e', 'f']",N/A,0.58,0.339087,4849,-14.54,0.526551,2590
Machine_10,098b2cc1f3a244a582e6bf0bfeece3fd,Manuel Massey MD,"['c', 'e', 'b', 'a']",N/A,-7.39,0.988119,4551,10.88,0.15558,4194
Machine_24,afd6d33b63fd4ce4a0d8cd4974e507a3,Heather Myers,"['d', 'f', 'b']",No,-14.76,0.483781,3683,-6.1,0.824479,4191
Machine_17,7d136db806ac448480ea17066f0aaed2,Gina Hernandez,"['e', 'a', 'b', 'c', 'f', 'd']",Yes,-11.3,0.48537,4057,-12.87,0.912375,3295
Machine_11,a024c694d94a4866a048c1292fb81ff4,Chad Hughes,"['a', 'e', 'b']",No,12.19,0.912339,3546,14.8,0.839257,4203
Machine_10,f4d3c96c32bc4519837485221e0e17a8,James Smith,"['c', 'e', 'b']",No,10.99,0.587032,4782,13.13,0.381037,3670
Machine_20,d6626a4eb888457786f4c38706c23567,Benjamin Johnson,"['c', 'f', 'b']",No,-10.2,0.336884,3522,0.9,0.871573,2783
Machine_10,0c4938bc47134f93a79d761c380d9251,Jennifer King,"['d', 'e', 'b', 'c', 'a']",N/A,7.78,0.582234,3424,-13.99,0.102687,4099
Machine_03,be48c26da1bf48348d6212456a6e3d16,Frank Gardner,['d'],N/A,-5.97,0.25919,4039,13.37,0.648743,3475
Machine_23,3f1957c683e54947a9a78cf60c197da4,Renee Mcintyre,"['c', 'e', 'b']",No,-2.97,0.964261,3500,0.41,0.73563,3765
Machine_04,56ab6316ef7e46a19cc1e0c89cfd0933,Jennifer Tucker,"['c', 'a', 'd']",No,5.96,0.32269,4849,-9.96,0.52049,4452
Machine_05,438d4885faba4322949a247cd8fb6c8b,Dominique Bishop,"['d', 'f', 'e', 'c', 'a', 'b']",N/A,7.84,0.19334,3648,-5.8,0.250117,3616
Machine_02,b7483549894245ffb5f0f4a6a176475e,Ryan Gomez,"['e', 'b', 'f', 'a', 'd']",No,-11.21,0.790973,4037,-11.19,0.344947,4361
Machine_24,1741eb4b902942b9bf22f8695fc066dc,Danielle Moore,"['f', 'd', 'b', 'e']",N/A,-8.17,0.868057,2598,-4.44,0.283089,3137
Machine_01,e5a751497e254d18a7303662f038641b,John Reyes,"['e', 'd', 'c']",Yes,4.1,0.247509,2616,-12.63,0.151455,3156
Machine_19,53fbdfd4533f48698db668bdce0c07a7,Anthony Crawford,"['a', 'e']",N/A,2.28,0.57682,3576,14.5,0.491746,2915
Machine_14,4e26211b43bc469ab4e8ca2081494418,Meagan Wright,"['e', 'c', 'a', 'b', 'd']",No,-13.31,0.703574,4732,-9.51,0.686267,3931
Machine_12,7c5b8aef43b94ddeb0e757470b29d67f,Holly Wilson,['a'],No,-7.7,0.683824,2952,-10.28,0.256653,4352
Machine_13,944513c1d7aa4605af99efb40c21a2cb,Jacob Hart,"['d', 'b', 'a', 'f', 'e']",No,5.17,0.212583,3605,-8.8,0.526307,4607
Machine_22,2c91f6be282e4bd1aae229010460c768,Willie Wheeler,"['c', 'b', 'e']",No,-5.66,0.952245,4854,-9.12,0.43938,3443
Machine_22,27e577f2932e460492e68a0188f5e3e8,Nancy Miles,"['d', 'a', 'f', 'b']",Yes,2.99,0.912463,3030,-12.18,0.206401,4273
Machine_08,4300ef01971d48d48034d685be3b37db,Kelly Webb,"['b', 'c', 'f', 'e']",Yes,-11.45,0.799989,4457,3.4,0.668539,2520
Machine_06,a34f5259c7f6459c9095783aa954c894,Andrew Kennedy,"['e', 'b', 'f']",No,-4.1,0.775675,4626,-1.79,0.349634,4554
Machine_05,a8ad929505a24ace86af92015273c30c,Samuel Martinez,"['e', 'd', 'f', 'c', 'b', 'a']",N/A,0.73,0.45647,3189,-12.94,0.835702,4437
Machine_07,cf2cc4d9701a45958d9cfb15d0873d30,William Cummings,['e'],Yes,-1.99,0.733835,4679,8.2,0.578302,3582
Machine_10,d90bf52146f84454a6feb88453dac34a,Andrea George,"['b', 'd', 'f', 'e']",Yes,0.8,0.913059,3280,10.49,0.185765,4638
Machine_17,3cfbfaeb905645d1a9b1c2266f937710,Kristin Williams MD,"['e', 'a', 'f']",No,7.97,0.248087,2695,-8.4,0.222915,2926
Machine_21,8555889636e54604b6f8eb0fb455d245,Gary Castillo,"['f', 'c', 'a', 'e']",No,-14.15,0.198045,2709,9.94,0.26918,4365
Machine_20,124930a72bef47c489dd5a7130aa08db,Jillian Ramirez,"['e', 'f', 'a', 'b', 'd']",Yes,-8.47,0.40971,4834,14.29,0.116848,4582
Machine_19,79de670eb78746e0b935f4d98a1fcaf7,Jeanette Nolan,"['d', 'e', 'a', 'b', 'f']",Yes,-10.74,0.591353,3927,-14.1,0.998251,3325
Machine_25,570eee2333e1426a81b1aab526d199bf,Anthony Robbins,"['d', 'f', 'a', 'e', 'c']",N/A,0.21,0.327365,3645,5.56,0.52722,3685
Machine_10,0db5940cab194ce9a377b0c10c9086a2,Brianna Larson,"['b', 'e', 'd']",No,1.44,0.519277,3964,1.25,0.386446,2814
Machine_20,bef127e89f894ee994a08d56d70e8a03,Christopher Clark,"['a', 'c']",No,6.32,0.713022,4181,-13.18,0.931526,4474
Machine_11,db0b7812fa6b47e2945b3399d7af0324,Ryan Jones,"['e', 'f', 'd', 'b', 'a', 'c']",No,-2.63,0.465549,3088,6.97,0.965049,3798
Machine_05,dc0a940965354226850ada2e097505e8,Carlos Love,['e'],N/A,7.98,0.46229,3262,12.91,0.32356,2997
Machine_12,ffb12aa0c7ae43f9adba8a959400bf01,Holly Lee,"['c', 'e', 'f', 'a', 'b', 'd']",N/A,13.71,0.721868,4107,-10.57,0.809071,3430
Machine_20,1dbecba2e0b94c77bd67bdedc9c020a9,Veronica Newton,"['d', 'f', 'c', 'e']",No,12.63,0.77257,4875,-1.72,0.222688,4221
Machine_14,180ed6c7122344678fd6e1f51fecc331,Thomas Johnson,"['b', 'd', 'f', 'c']",No,5.8,0.994001,5000,-4.78,0.946971,2623
Machine_17,6f199c53adb14a0f9198e2555b18b534,Samuel Cochran,"['b', 'a', 'd']",No,9.69,0.376061,3946,6.42,0.748194,3205
Machine_08,54f1e3c1b2d849128e9a2a65b322f7fd,Pamela Roberts,['a'],N/A,3.2,0.9527,3111,-12.66,0.815778,3901
Machine_18,0157c4be42ab41839a13ae22a87a3a40,Scott Guerrero,"['b', 'c', 'e', 'f']",No,10.97,0.605283,4490,-7.84,0.310219,4012
Machine_21,509a68ada6c34fa995f11238dd2eaddb,Dillon Holder,"['e', 'd', 'a', 'c', 'b', 'f']",N/A,10.76,0.748724,3302,1.23,0.533854,4939
Machine_10,43d7d094cbc046c78a433e8335feb50e,Diana Palmer,"['c', 'e', 'd', 'b']",N/A,-4.52,0.7011,4137,1.86,0.63256,3216
Machine_09,51104584b52549d6a3d775ddcd34bd32,Oscar Walker,['e'],N/A,7.41,0.636133,3150,4.28,0.732202,4631
Machine_17,b65e28ca6ae14ab29253b937a821cdfe,Cynthia Nichols,"['c', 'e']",N/A,-8.31,0.695604,3242,4.2,0.74293,3683
Machine_05,c30dab22408d4f05b8c9085b1bf590f4,Laura Aguilar,"['a', 'e', 'c', 'f', 'b']",Yes,-8.13,0.685496,4866,5.72,0.449399,3033
Machine_12,6af4f5226d6f4a28be41516cc8417467,Travis Goodwin,"['d', 'f', 'a', 'e']",N/A,-9.88,0.182465,3520,-11.78,0.498261,4205
Machine_06,fb52efd43e1040d49f9180c282a6c33b,Glenn Pierce,['f'],No,13.88,0.960717,4646,-9.33,0.224116,3946
Machine_06,24162c05debb4d639ed86a45d870c6a8,Helen Webb,"['c', 'd', 'a', 'f', 'e', 'b']",No,-14.38,0.451979,4886,10.5,0.808456,3840
Machine_22,8177a354711c4aba8867c4c6be8f4b07,Nicole Smith,"['d', 'a', 'b']",Yes,14.28,0.280747,2861,2.88,0.256881,4213
Machine_08,97bb51091c354759a51cdc7cf63970ce,Scott Gross,"['c', 'f', 'b', 'e']",Yes,12.37,0.523573,2613,-14.32,0.815556,3327
Machine_06,813b7ecb179a439d80d0c02bc2d5d5e0,Jeffrey Grant,"['e', 'd', 'c', 'a']",N/A,13.79,0.390371,3486,9.74,0.940355,3483
Machine_02,765a1a74c15d487cb50486180aac96ae,Justin York,"['b', 'c']",No,12.98,0.577736,3872,6.33,0.968946,4207
Machine_22,c177976b4a3c4b248ea160252498391b,George Anderson,"['d', 'e', 'c']",No,2.55,0.506639,4297,-6.59,0.510311,3808
Machine_21,360575e6dfdd4e68b30577ecfdf201fa,Shawn Anderson,"['b', 'f']",Yes,14.65,0.371738,3979,-3.7,0.813278,2998
Machine_08,71120c116e804074af52d60a62eea97f,Zachary Booker,"['a', 'f', 'e']",N/A,-1.49,0.291481,4146,-3.36,0.973941,2864
Machine_03,7a91b75a6ebe4e6bb6e5e249a75a2644,Jane Johnson,['c'],N/A,14.32,0.99573,3154,-13.82,0.141843,2595
Machine_14,87db3248a7354a19b531e388668b70ae,Gina Taylor,"['f', 'e', 'd']",N/A,-3.11,0.655755,2615,13.4,0.708488,3796
Machine_07,fcb709682b05410cba57cb7b42607e61,Jason Calderon,['b'],Yes,12.73,0.155913,3929,5.18,0.432926,2508
Machine_04,65e19debccc84f55b356c01073e99621,Tanner Robles,"['c', 'd', 'b', 'e']",N/A,5.69,0.482991,2749,9.9,0.27846,4470
Machine_09,82dc37426f434e308a2d39a08011b37c,Carrie Conner,['a'],Yes,5.65,0.75201,4208,14.97,0.625307,4993
Machine_13,ca95e3cc552841fb85f8dc0a9ccf4dbf,Holly Phillips,['b'],Yes,-14.18,0.41538,4897,-11.68,0.939436,4299
Machine_03,0148a117c14b4a87a3c21f90bbde627d,William Wells,"['e', 'c', 'b', 'a', 'f', 'd']",N/A,5.39,0.267415,4985,-11.27,0.248227,4135
Machine_14,5aec292f08b54693ba7f15a1687b7363,Devin Hale,"['c', 'e', 'f', 'd', 'b']",No,-1.27,0.892685,4407,-10.19,0.8059,3810
Machine_10,1eeb6663dcc940f6b757f7c5b243f8f8,Sherry Taylor,"['c', 'a', 'd', 'e', 'f']",N/A,14.6,0.303006,2955,-5.65,0.232804,3388
Machine_04,e21c1d73450e4c9d82e5f6dac746137c,Robert Thomas,"['d', 'a', 'c', 'f', 'e', 'b']",No,9.31,0.70425,3137,-5.28,0.902261,2747
Machine_11,7da41ae87b57487e899ae87ed8a6862e,James Robinson,['e'],No,-3.49,0.78004,4228,-12.74,0.85147,3015
Machine_16,348066d8f7fa41d1b5dc64be14912866,Maria Baker,['b'],No,2.88,0.862668,2624,7.49,0.732956,3662
Machine_10,a96e635f71b746cfa00a0a18cb75b6c5,Jill Cameron,"['e', 'b']",N/A,0.37,0.520786,2852,7.47,0.891344,3037
Machine_09,d4f0acb0440a41dba2d21b88f05f23fd,Pamela Young,['a'],N/A,12.17,0.642116,2653,-5.71,0.265201,3980
Machine_03,90544e0a1cac44b2ac7f819b35254079,Bryan Elliott,"['c', 'd', 'f', 'e']",No,-9.2,0.74498,4141,-13.32,0.218131,3091
Machine_23,208d849e63644997b352b866b03f6f0b,Jeremy Campbell,['a'],No,-3.8,0.8066,4960,14.42,0.38402,3828
Machine_17,83a809ecac0c420da5d2127f1144cc7d,Amber Schmidt,['c'],No,12.7,0.428223,2746,-11.91,0.85785,4320
Machine_22,dc8fbf27bd854eaea80c3cc3ce534f76,Miguel Gibson,['a'],N/A,1.67,0.448041,3606,-14.8,0.856181,3936
Machine_12,1169b2e49b524f8d83357a87c0f229cb,David Gonzalez,"['d', 'f', 'e', 'a', 'c', 'b']",No,3.67,0.21644,3121,6.3,0.420226,3506
Machine_11,ffecc00e89d24429afb9740b55de082d,Amber Rose,['c'],Yes,-2.56,0.399733,4552,8.2,0.341477,4136
Machine_11,9f88c09c43bf4fd4b4eb4fe39fe6d458,Jackson Davis,"['d', 'f', 'a', 'e', 'b']",Yes,-5.21,0.475594,4389,-4.54,0.391262,2548
Machine_24,03654568f75543c6a41cc294bda49901,Darren Briggs,"['c', 'd', 'a', 'e', 'f', 'b']",N/A,11.7,0.307185,3386,5.93,0.428575,4685
Machine_21,6820381ea73d428491db3d23d01c3350,Nicole Mosley,"['d', 'a']",N/A,-12.21,0.263859,4896,7.87,0.763753,4710
Machine_10,f0b543c56f4b4c3ba063c9859e24b269,Tracy Gray,['d'],N/A,-8.7,0.496939,4823,6.36,0.935914,3927
Machine_04,c850f7b5553f461faf79029cf773d2fa,Ann Mcintyre MD,['b'],Yes,2.69,0.485221,4338,-1.0,0.33779,3672
Machine_15,cc16908b323741f4a99565227d0f331d,Heather Stanley,['b'],Yes,-8.71,0.898258,3501,-10.54,0.278522,3821
Machine_23,2cc35418d111464b8313b5ff8a0fe874,Gary Dodson,"['c', 'e', 'f', 'a', 'b', 'd']",Yes,9.74,0.209277,4004,4.58,0.21499,3419
Machine_21,fbc6cd6ba37d47dfa1c544a3e8da1c2c,Aaron Beard,"['c', 'd', 'f', 'b']",Yes,14.18,0.446118,3183,-6.28,0.805993,3718
Machine_18,c5f70d27e8fe40958b5aac1f32bd9418,Madison Sparks,"['a', 'f', 'e', 'c', 'b']",Yes,-4.57,0.719967,4799,-4.75,0.309633,4856
Machine_10,2288bf03ec464ccd93c1c040a0c36358,Kyle Barnes,"['c', 'e', 'a']",Yes,1.89,0.821548,3912,5.14,0.474449,3300
Machine_03,1e3d9bab334a4983b1a3a3016f34d2fb,Stephen Carrillo,"['c', 'b', 'd', 'a', 'e', 'f']",No,3.46,0.86589,3955,14.16,0.700785,2775
Machine_09,5a8ac7653de84e7d9fd3a25912e36ece,Christopher Stephens,"['d', 'b', 'f', 'e']",No,-4.74,0.900199,4747,-7.53,0.568018,3001
Machine_21,ecdfb44b73864dc29a0ace1debf76acb,Sandra Martinez,"['e', 'c', 'b', 'd']",No,11.88,0.327793,4569,-6.23,0.981458,2952
Machine_15,44af1aa46f6340aeb711865c97afec18,Daniel Vargas,['e'],N/A,4.53,0.242129,3919,10.2,0.22423,3557
Machine_13,ba1d535e8a404a71b0cac2c99eaca72f,Alex Garrett,"['a', 'c', 'f']",No,-14.22,0.73078,3993,12.67,0.797852,3751
Machine_02,a2ea075200cc42ccaf1e169ab0def666,Linda Phillips,"['f', 'a', 'c', 'e']",N/A,-1.29,0.977799,3275,-10.74,0.84826,4199
Machine_18,7da67d00fb3440a48b7d10822ca87191,Aaron Carr,"['b', 'a']",N/A,3.48,0.101913,4171,8.61,0.57975,2738
Machine_18,c5d97f8c20654449826434b33d6892d8,Rebecca Martinez,"['b', 'f', 'a', 'e']",No,6.68,0.150488,4103,13.13,0.717659,3998
Machine_07,867b3258652747d09c5e94016d5e931d,Mrs. Mallory Smith,"['f', 'e', 'a', 'c', 'b', 'd']",Yes,-9.96,0.50782,3862,-1.43,0.500862,4501
Machine_13,bb3439d96ed941158c0f5f0a5ae13599,William Bowman,"['c', 'd', 'b', 'f', 'e']",Yes,9.49,0.859712,2976,0.8,0.638283,2522
Machine_18,59a91a828872465c9067df32652f72ef,Vanessa Douglas,"['d', 'c']",N/A,9.96,0.359905,3268,-13.24,0.832869,3630
Machine_11,5f2d5f6f47784dcaa81713a45f57aa3a,Jeffery Norris,"['c', 'f', 'b', 'a', 'd', 'e']",No,-1.18,0.87731,4700,-8.58,0.716697,3797
Machine_20,48e83a1775334118be942ee1389bf32a,Dylan Thomas,"['d', 'a', 'e']",No,-2.81,0.233301,2539,-12.7,0.353133,2958
Machine_09,4e51dae975304868b34a983ff2701b4e,Nicole Simmons,"['b', 'c', 'd']",No,0.27,0.341529,3688,-2.97,0.240231,4758
Machine_12,533f6fb940b748ee88052b5b48e6465e,Donald Wise,"['c', 'b', 'f']",Yes,-7.26,0.985612,4993,5.75,0.810073,3566
Machine_24,20977cdbd16d4569aa347080f78b77ec,Angelica Willis,"['d', 'b', 'a', 'f', 'c', 'e']",N/A,9.27,0.393506,4898,-2.7,0.75015,4657
Machine_09,e66341c67b1b47a293fc890f5b5cbbe8,Justin Turner,"['e', 'c', 'd', 'b', 'a']",No,-5.49,0.617621,3902,13.8,0.640462,3470
Machine_11,f5caf7f517414ef6985503fd013626d4,Dakota Wilson,"['e', 'b', 'c', 'f']",N/A,-10.94,0.377023,2731,2.92,0.188476,2969
Machine_08,1f1c1719acdc4ec4bf47fe4635d1ad1c,Lisa Krueger MD,"['c', 'b', 'f']",Yes,1.92,0.321125,4733,2.39,0.505963,4052
Machine_10,6cd1332b4f7240348ed80f7be6b03f04,Brenda Lewis,['a'],Yes,-6.96,0.420063,4473,-4.78,0.453828,3325
Machine_05,ccd9642b224542a78b9931d47888c0f8,Christina Hawkins,"['f', 'd', 'a', 'e']",Yes,4.93,0.861953,3291,13.4,0.441095,2659
Machine_08,3bb39bb57ae24f71bfab7079fe67e001,Andrew Smith,"['c', 'f', 'a', 'b']",Yes,9.6,0.78006,2929,-7.31,0.414302,3004
Machine_02,0decd91e7d4b4de9895d3c24c8e7e87b,Lydia Scott,"['e', 'd', 'c', 'b', 'a']",No,1.58,0.522425,2578,6.5,0.153208,3684
Machine_14,f843b7519be741d88e904e9b8ea7b43f,Zachary Davis,"['c', 'd', 'f', 'a', 'b']",Yes,-2.38,0.812598,3509,-6.46,0.820355,4282
Machine_06,ca834923b4ac42f9a3e345d646dab53a,Paul Lucas,"['b', 'c']",Yes,-12.6,0.289824,3889,-13.4,0.774712,3042
Machine_15,e23df88101704d64a97be13710330324,Judy Brown,"['c', 'e']",No,4.0,0.986662,4864,10.66,0.24403,3986
Machine_17,60b0f992712a477f9a5ef1f6585693e1,Alan Bowers,"['d', 'f']",N/A,4.75,0.81635,4881,-5.36,0.364854,2674
Machine_04,0f83910839624bc6929c45d60d18f90a,Stephanie Harrison,"['e', 'c', 'f']",Yes,-11.12,0.774382,4211,-8.88,0.289266,4019
Machine_23,06a900dd3c2d428abef59a3720fe4147,Christopher Diaz,['c'],No,-14.94,0.950158,3831,14.93,0.215231,2990
Machine_11,d370502703274c388ea398032b391162,Sarah Castillo,"['d', 'a', 'e']",Yes,-1.15,0.171,2953,14.54,0.111996,3252
Machine_04,20bf881be42e4a3c834d876f1785a8d4,Amanda Walker,"['e', 'b', 'a']",No,6.89,0.915655,4610,14.16,0.403009,3016
Machine_15,257aa8484c0c49c09ab967dcb1cf20f1,Brian Gray,"['a', 'f', 'b', 'c', 'e']",Yes,-2.9,0.957862,3341,-5.54,0.679167,4422
Machine_16,81fd1490f20d423cb4f5faecc1ccc87a,Omar Craig,"['f', 'b']",No,13.3,0.792585,3616,-10.31,0.387827,4070
Machine_24,da7411cd4ee446d6883835af87eb7d62,Ashley Smith,"['a', 'e', 'd', 'c', 'f', 'b']",No,-4.88,0.850024,3786,9.27,0.798752,4232
Machine_21,c79443e7f3434842b3d81bd82b190725,Karen Smith,"['b', 'd', 'a', 'f', 'c', 'e']",No,-8.82,0.873134,3143,0.7,0.18479,3484
Machine_03,dd32fd7a054249c6b429a98e206ee898,Dustin Solis,"['a', 'b', 'c', 'f', 'd', 'e']",No,-2.31,0.318157,4431,-4.52,0.955298,3626
Machine_17,b51b90cb865e448ba75fb02490e2e6e1,Kaylee Miller,"['d', 'a', 'c', 'f']",No,6.64,0.90653,2874,1.61,0.12288,2824
Machine_03,cc158aff1fca4c63ba1b3323c7be8daa,Karla Kelly,"['a', 'e', 'f', 'd', 'c', 'b']",Yes,-7.72,0.961049,4216,5.91,0.568026,4809
Machine_01,84071401683f449f837286645251b239,Carolyn Bell,"['d', 'f', 'b', 'a', 'e', 'c']",Yes,14.31,0.136343,4031,8.91,0.12262,2836
Machine_08,11ec8670a70444299bb2cdb9243bd086,Dr. Yvonne Roth,"['a', 'b', 'd']",Yes,-7.32,0.30987,4798,-13.22,0.801586,3360
